hand,deal,advisor_seat,advisor_position,dealer_seat,street_reached,showdown,board,advisor_hole,advisor_chips,villain_chips,decisions,seat0_chips,seat1_chips,seat2_chips
8352,2784,0,BTN,0,3,True,3d 4h 6s 8c Td,2h Ac,0,0,10,0,120,-120
8353,2784,1,SB,0,0,False,,5h Kc,-10,10,2,0,-10,10
8354,2784,2,BB,0,3,True,3d 4h 6s 8c Td,7s Jh,-40,40,9,0,40,-40
8355,2785,0,BTN,0,1,False,9d 8s 5c,Kd 4s,0,0,7,0,-120,120
8356,2785,1,SB,0,0,False,,Th 3h,-10,10,2,0,-10,10
8357,2785,2,BB,0,3,True,9d 8s 5c 5h 7c,Qs Jd,20,-20,9,0,-20,20
8358,2786,0,BTN,0,3,False,5s Jd 6s Qs 7d,3c Qd,0,0,10,0,480,-480
8359,2786,1,SB,0,3,False,5s Jd 6s Qs 7d,4s Ks,100,-100,9,0,100,-100
8360,2786,2,BB,0,3,False,5s Jd 6s Qs 7d,Tc As,-80,80,9,0,80,-80
8361,2787,0,BTN,0,3,True,3c Qh 7h Jh Th,2h 3s,0,0,10,0,320,-320
8362,2787,1,SB,0,3,True,3c Qh 7h Jh Th,4d Ah,580,-580,9,0,580,-580
8363,2787,2,BB,0,3,True,3c Qh 7h Jh Th,Td Js,-160,160,9,0,160,-160
8364,2788,0,BTN,0,1,False,2h 5d 3d,4h 8s,0,0,5,0,20,-20
8365,2788,1,SB,0,3,False,2h 5d 3d 2c 7c,3h 3s,60,-60,9,0,60,-60
8366,2788,2,BB,0,1,False,2h 5d 3d,Jh 9c,-20,20,5,0,20,-20
8367,2789,0,BTN,0,0,False,,7h Qs,0,0,4,0,-20,20
8368,2789,1,SB,0,0,False,,3h 2d,-10,10,2,0,-10,10
8369,2789,2,BB,0,3,True,6h 4d 6s 6d 8s,Jh Kh,20,-20,9,0,-20,20
8370,2790,0,BTN,0,3,True,3c Kd 2d 3d Qh,Tc 7c,-86,86,10,-86,-10,96
8371,2790,1,SB,0,0,False,,7h 6s,-10,10,2,0,-10,10
8372,2790,2,BB,0,3,True,3c Kd 2d 3d Qh,6c Jd,20,-20,9,0,-20,20
8373,2791,0,BTN,0,3,True,Ac Kc Jh 3c 7s,2h Jd,0,0,9,0,20,-20
8374,2791,1,SB,0,3,True,Ac Kc Jh 3c 7s,9h Qh,150,-150,9,0,150,-150
8375,2791,2,BB,0,3,True,Ac Kc Jh 3c 7s,Qs 2c,-20,20,9,0,20,-20
8376,2792,0,BTN,0,3,True,Ks Qs Qh Td As,5s 4s,-2000,2000,11,-2000,-10,2010
8377,2792,1,SB,0,0,False,,9c 5d,-10,10,2,0,-10,10
8378,2792,2,BB,0,1,False,Ks Qs Qh,Tc Ts,20,-20,6,0,-20,20
8379,2793,0,BTN,0,0,False,,Qc 9d,-50,50,4,-50,-10,60
8380,2793,1,SB,0,0,False,,5d Qh,-10,10,2,0,-10,10
8381,2793,2,BB,0,3,True,Th 5s Tc 7d Ks,Ah Kd,742,-742,10,0,-742,742
8382,2794,0,BTN,0,3,True,5c Jh 3c Qd Kd,2h 7c,0,0,9,0,1920,-1920
8383,2794,1,SB,0,3,True,5c Jh 3c Qd Kd,Qs Qc,580,-580,9,0,580,-580
8384,2794,2,BB,0,3,True,5c Jh 3c Qd Kd,Ah 3d,-1920,1920,9,0,1920,-1920
8385,2795,0,BTN,0,1,False,7h Td 5s,Kh 6c,0,0,6,0,-20,20
8386,2795,1,SB,0,1,False,7h Td 5s,Qs 4d,-10,10,5,-20,-10,30
8387,2795,2,BB,0,3,True,7h Td 5s Jd 2c,7d 6d,40,-40,12,-20,-20,40
8388,2796,0,BTN,0,3,True,Jc 7s 9c Jd 3c,5c 6d,0,0,9,0,20,-20
8389,2796,1,SB,0,3,True,Jc 7s 9c Jd 3c,Ac 6h,100,-100,9,0,100,-100
8390,2796,2,BB,0,3,True,Jc 7s 9c Jd 3c,6c 4h,-20,20,9,0,20,-20
8391,2797,0,BTN,0,2,False,Js 3s 8s 2d,9s 7c,0,0,8,0,480,-480
8392,2797,1,SB,0,3,True,Js 3s 8s 2d 2s,8d Kc,-400,400,10,0,-400,400
8393,2797,2,BB,0,2,False,Js 3s 8s 2d,6c Qs,-80,80,7,0,80,-80
8394,2798,0,BTN,0,2,False,Qh 7h 2s 4c,Ks 2c,0,0,8,0,-20,20
8395,2798,1,SB,0,0,False,,Jh 3c,-10,10,2,0,-10,10
8396,2798,2,BB,0,3,True,Qh 7h 2s 4c Th,4d 8c,20,-20,9,0,-20,20
8397,2799,0,BTN,0,0,False,,Qs 4c,0,0,4,0,-20,20
8398,2799,1,SB,0,0,False,,7h 2s,-10,10,2,0,-10,10
8399,2799,2,BB,0,3,True,3c Ac 9c 8s 5h,4d Kd,20,-20,9,0,-20,20
8400,2800,0,BTN,0,2,False,6d 8s As 9d,5d Qc,0,0,8,0,-20,20
8401,2800,1,SB,0,0,False,,5c Tc,-10,10,2,0,-10,10
8402,2800,2,BB,0,2,False,6d 8s As 9d,9h 7c,20,-20,8,0,-20,20
8403,2801,0,BTN,0,3,True,Qd 2d Qh 8c Jc,Kc 5c,5,-5,10,5,-10,5
8404,2801,1,SB,0,0,False,,8d Qc,-10,10,2,0,-10,10
8405,2801,2,BB,0,2,False,Qd 2d Qh 8c,6s Kd,-80,80,7,0,80,-80
8406,2802,0,BTN,0,2,False,2d 5d 7c 6c,9d Qc,142,-142,9,142,-10,-132
8407,2802,1,SB,0,0,False,,Qh 2s,-10,10,2,0,-10,10
8408,2802,2,BB,0,3,True,2d 5d 7c 6c 9h,Jh 9s,20,-20,9,0,-20,20
8409,2803,0,BTN,0,3,True,6d Ks Jd Ad Tc,Th 6h,2010,-2010,10,2010,-10,-2000
8410,2803,1,SB,0,0,False,,3h 4c,-10,10,2,0,-10,10
8411,2803,2,BB,0,2,False,6d Ks Jd Ad,7d Kh,20,-20,8,0,-20,20
8412,2804,0,BTN,0,2,False,9c Jh 2s 5s,Ac Qc,-275,275,8,-275,325,-50
8413,2804,1,SB,0,3,True,9c Jh 2s 5s Tc,Js Qs,1328,-1328,10,-1308,1328,-20
8414,2804,2,BB,0,3,False,9c Jh 2s 5s Tc,4d 7s,-20,20,10,-470,490,-20
8415,2805,0,BTN,0,1,False,3c Ks 6h,4s 9c,0,0,6,0,-20,20
8416,2805,1,SB,0,0,False,,9h 4d,-10,10,2,0,-10,10
8417,2805,2,BB,0,2,False,3c Ks 6h 7h,3s 7s,20,-20,8,0,-20,20
8418,2806,0,BTN,0,2,False,5c 3d Qc Kd,Th 2s,0,0,8,0,-20,20
8419,2806,1,SB,0,0,False,,7d 8s,-10,10,2,0,-10,10
8420,2806,2,BB,0,2,False,5c 3d Qc Kd,9d Kh,20,-20,8,0,-20,20
8421,2807,0,BTN,0,3,True,2h 6h 5s Tc Qd,Kh Qh,2010,-2010,10,2010,-10,-2000
8422,2807,1,SB,0,3,False,2h 6h 5s Tc Qd,Ac 4c,-235,235,11,255,-235,-20
8423,2807,2,BB,0,3,True,2h 6h 5s Tc Qd,3s 6s,-110,110,14,130,-20,-110
8424,2808,0,BTN,0,3,True,Ac Qd 3d Js 5s,7c 9s,0,0,11,0,1704,-1704
8425,2808,1,SB,0,0,False,,3c Ad,-10,10,2,0,-10,10
8426,2808,2,BB,0,3,True,Ac Qd 3d Js 5s,Tc As,-2000,2000,10,0,2000,-2000
8427,2809,0,BTN,0,3,True,6h 6c 2s Qd 2d,4c 4d,100,-100,12,100,-50,-50
8428,2809,1,SB,0,2,False,6h 6c 2s Qd,9c Kh,60,-60,7,0,60,-60
8429,2809,2,BB,0,3,True,6h 6c 2s Qd 2d,5h 4h,-140,140,10,0,140,-140
8430,2810,0,BTN,0,3,True,3s 9s Ks 7s 8s,8h 6c,0,0,9,0,0,0
8431,2810,1,SB,0,0,False,,Jd 8c,-10,10,2,0,-10,10
8432,2810,2,BB,0,1,False,3s 9s Ks,5d 6d,20,-20,6,0,-20,20
8433,2811,0,BTN,0,3,False,Ad Ac 8s Qs Jd,6d 3s,0,0,11,0,-320,320
8434,2811,1,SB,0,2,False,Ad Ac 8s Qs,9d Kh,-100,100,8,0,-100,100
8435,2811,2,BB,0,3,True,Ad Ac 8s Qs Jd,Qc 7s,432,-432,11,0,-432,432
8436,2812,0,BTN,0,3,True,8s 6d 3c Th 2s,Kd 8c,593,-593,16,593,-149,-444
8437,2812,1,SB,0,2,False,8s 6d 3c Th,Js As,-250,250,8,0,-250,250
8438,2812,2,BB,0,3,True,8s 6d 3c Th 2s,5c 6c,60,-60,10,0,-60,60
8439,2813,0,BTN,0,3,True,4c As 4d 2s 5c,9s Td,-50,50,12,-50,25,25
8440,2813,1,SB,0,3,True,4c As 4d 2s 5c,Kh Qh,0,0,9,0,0,0
8441,2813,2,BB,0,3,True,4c As 4d 2s 5c,Ks Qc,0,0,9,0,0,0
8442,2814,0,BTN,0,3,True,8h Ad 9c 6d 6h,Th Qc,325,-325,10,325,-275,-50
8443,2814,1,SB,0,1,False,8h Ad 9c,Jd Td,60,-60,5,0,60,-60
8444,2814,2,BB,0,3,False,8h Ad 9c 6d 6h,6s 4s,240,-240,11,0,-240,240
8445,2815,0,BTN,0,1,False,3c Kc 6h,6d 7h,0,0,5,0,20,-20
8446,2815,1,SB,0,1,False,3c Kc 6h,6s 4s,60,-60,5,0,60,-60
8447,2815,2,BB,0,1,False,3c Kc 6h,2c 7d,-20,20,5,0,20,-20
8448,2816,0,BTN,0,3,True,2d Tc 7d As 2c,6s 9s,-50,50,12,-50,-1175,1225
8449,2816,1,SB,0,0,False,,Jd 7c,-10,10,2,0,-10,10
8450,2816,2,BB,0,3,True,2d Tc 7d As 2c,Ah 4c,2000,-2000,10,0,-2000,2000
8451,2817,0,BTN,0,3,True,Tc Kh 7d As 6s,Ts 4h,0,0,9,0,-20,20
8452,2817,1,SB,0,0,False,,8s Jd,-10,10,2,0,-10,10
8453,2817,2,BB,0,3,True,Tc Kh 7d As 6s,4d Qs,20,-20,9,0,-20,20
8454,2818,0,BTN,0,3,False,Js Tc Qc 6h 4c,3c 6d,0,0,11,0,-160,160
8455,2818,1,SB,0,0,False,,2d Ac,-10,10,2,0,-10,10
8456,2818,2,BB,0,3,False,Js Tc Qc 6h 4c,Qh 7d,93,-93,11,0,-93,93
8457,2819,0,BTN,0,1,False,2h 9c 6s,3s 9d,0,0,5,0,20,-20
8458,2819,1,SB,0,0,False,,6c Th,-10,10,2,0,-10,10
8459,2819,2,BB,0,1,False,2h 9c 6s,5d 7s,-20,20,5,0,20,-20
8460,2820,0,BTN,0,3,True,Qh 4h Ad 4d Jh,Qc Ks,60,-60,9,60,-10,-50
8461,2820,1,SB,0,1,False,Qh 4h Ad,4s 2s,-10,10,6,30,-10,-20
8462,2820,2,BB,0,1,False,Qh 4h Ad,5c 3h,-20,20,6,30,-10,-20
8463,2821,0,BTN,0,3,True,7s Th 9d 9s 6s,3s Jc,0,0,11,0,-1520,1520
8464,2821,1,SB,0,2,False,7s Th 9d 9s,7h Kh,-300,300,9,0,-300,300
8465,2821,2,BB,0,3,True,7s Th 9d 9s 6s,9h Ad,2000.0,-2000.0,10,0.0,-2000.0,2000.0
8466,2822,0,BTN,0,3,True,3c 7c Qh 9c 2c,Qs 6s,-215,215,9,-215,-10,225
8467,2822,1,SB,0,3,True,3c 7c Qh 9c 2c,9d Th,-240,240,10,0,-240,240
8468,2822,2,BB,0,2,False,3c 7c Qh 9c,5d Tc,-20,20,7,0,20,-20
8469,2823,0,BTN,0,3,True,3s Jc Ac 6c 4d,5d Jd,88,-88,9,88,-10,-78
8470,2823,1,SB,0,0,False,,8s 4h,-10,10,2,0,-10,10
8471,2823,2,BB,0,3,True,3s Jc Ac 6c 4d,8h 6h,20,-20,9,0,-20,20
8472,2824,0,BTN,0,1,False,7h 6d Kh,Ad Jc,-50,50,6,-50,100,-50
8473,2824,1,SB,0,3,True,7h 6d Kh Qh Ks,6c Kd,-10,10,10,50,-10,-40
8474,2824,2,BB,0,3,False,7h 6d Kh Qh Ks,3s Jd,-20,20,10,-470,490,-20
8475,2825,0,BTN,0,3,True,4c 9h Kd Jh 7c,9s 8h,96,-96,10,96,-10,-86
8476,2825,1,SB,0,0,False,,4d 3h,-10,10,2,0,-10,10
8477,2825,2,BB,0,1,False,4c 9h Kd,2s Ts,-20,20,5,0,20,-20
8478,2826,0,BTN,0,3,True,2c Kd Ac 6s 6d,8d Tc,0,0,11,0,-1520,1520
8479,2826,1,SB,0,2,False,2c Kd Ac 6s,4s 4c,-300,300,9,0,-300,300
8480,2826,2,BB,0,3,True,2c Kd Ac 6s 6d,6h As,2000,-2000,11,0,-2000,2000
8481,2827,0,BTN,0,3,True,Jd Th 3c 5d Ts,9d 2h,0,0,9,0,-1920,1920
8482,2827,1,SB,0,3,True,Jd Th 3c 5d Ts,Ad Kd,-1900,1900,12,0,-1900,1900
8483,2827,2,BB,0,3,True,Jd Th 3c 5d Ts,Td Ks,2000,-2000,10,0,-2000,2000
8484,2828,0,BTN,0,3,True,2s As 6d 9s 5s,Qh Qs,2010,-2010,10,2010,-10,-2000
8485,2828,1,SB,0,3,True,2s As 6d 9s 5s,3c 2d,-10,10,11,1672,-10,-1662
8486,2828,2,BB,0,3,True,2s As 6d 9s 5s,4s Ts,-2000,2000,11,2010,-10,-2000
8487,2829,0,BTN,0,0,False,,Qs Th,-50,50,4,-50,-10,60
8488,2829,1,SB,0,0,False,,4c 9d,-10,10,2,0,-10,10
8489,2829,2,BB,0,1,False,Kh 6d 8h,Ac Ah,20,-20,6,0,-20,20
8490,2830,0,BTN,0,3,True,Ks 4s 2d 7s Jh,5d 9c,0,0,10,0,-1704,1704
8491,2830,1,SB,0,2,False,Ks 4s 2d 7s,Th Td,-240,240,9,0,-240,240
8492,2830,2,BB,0,3,True,Ks 4s 2d 7s Jh,Kc 5s,1904.7619047619046,-1904.7619047619048,8,0.0,-1904.7619047619048,1904.7619047619046
8493,2831,0,BTN,0,3,False,Qh 6s 5s 2d Qs,9c 5h,0,0,10,0,-20,20
8494,2831,1,SB,0,0,False,,Jd 7c,-10,10,2,0,-10,10
8495,2831,2,BB,0,3,True,Qh 6s 5s 2d Qs,Kd 2c,20,-20,9,0,-20,20
8496,2832,0,BTN,0,3,True,2h 3d Qh 4d 9d,8d Td,199,-199,14,199,-50,-149
8497,2832,1,SB,0,0,False,,7s Kc,-10,10,2,0,-10,10
8498,2832,2,BB,0,3,True,2h 3d Qh 4d 9d,Jd Ah,60,-60,10,0,-60,60
8499,2833,0,BTN,0,3,False,8d 2c 4d 9c Tc,As Kc,-50,50,13,-50,-50,100
8500,2833,1,SB,0,2,False,8d 2c 4d 9c,6d 5s,-10,10,8,30,-10,-20
8501,2833,2,BB,0,3,False,8d 2c 4d 9c Tc,6s 7h,40,-40,13,-20,-20,40
8502,2834,0,BTN,0,3,True,7h 6s Jd 5d As,4c 2c,0,0,9,0,-20,20
8503,2834,1,SB,0,3,True,7h 6s Jd 5d As,9h Qc,-60,60,9,0,-60,60
8504,2834,2,BB,0,1,False,7h 6s Jd,Qh 5h,20,-20,6,0,-20,20
8505,2835,0,BTN,0,1,False,Kc 3d Kh,Tc 7h,0,0,6,0,-20,20
8506,2835,1,SB,0,0,False,,7c 4s,-10,10,2,0,-10,10
8507,2835,2,BB,0,3,True,Kc 3d Kh 8h Jc,Th Qd,20,-20,9,0,-20,20
8508,2836,0,BTN,0,2,False,Th 9h Jc 7h,4h Td,0,0,7,0,80,-80
8509,2836,1,SB,0,0,False,,Jd 5h,-10,10,2,0,-10,10
8510,2836,2,BB,0,1,False,Th 9h Jc,2s Ad,-20,20,5,0,20,-20
8511,2837,0,BTN,0,3,True,7c 4c Jd Td Qd,8s 4s,0,0,9,0,60,-60
8512,2837,1,SB,0,3,True,7c 4c Jd Td Qd,9c As,100,-100,9,0,100,-100
8513,2837,2,BB,0,3,True,7c 4c Jd Td Qd,5d 6h,-186,186,11,0,186,-186
8514,2838,0,BTN,0,3,True,Ac 8d 4s Ks 8s,9c 9h,-50,50,12,-50,-50,100
8515,2838,1,SB,0,3,True,Ac 8d 4s Ks 8s,6h 5c,-10,10,11,-1895,-10,1905
8516,2838,2,BB,0,1,False,Ac 8d 4s,2s Kd,-20,20,8,40,-20,-20
8517,2839,0,BTN,0,3,True,3s 9h 9d 7h Kh,8d Kc,199,-199,14,199,-50,-149
8518,2839,1,SB,0,3,True,3s 9h 9d 7h Kh,5d Ac,100,-100,9,0,100,-100
8519,2839,2,BB,0,3,True,3s 9h 9d 7h Kh,Jd Qc,-20,20,9,0,20,-20
8520,2840,0,BTN,0,1,False,Qh 3s 6h,Jd Tc,-50,50,6,-50,100,-50
8521,2840,1,SB,0,2,False,Qh 3s 6h 7h,Js Qs,60,-60,7,0,60,-60
8522,2840,2,BB,0,1,False,Qh 3s 6h,4c 8c,-20,20,5,0,20,-20
8523,2841,0,BTN,0,3,True,2c As 2s 4c 6c,Kc Jd,100,-100,12,100,-50,-50
8524,2841,1,SB,0,3,True,2c As 2s 4c 6c,Ts Kh,-88,88,13,176,-88,-88
8525,2841,2,BB,0,3,True,2c As 2s 4c 6c,Kd 8s,-20,20,12,40,-20,-20
8526,2842,0,BTN,0,3,True,9d Th 4d 4s Kd,7s 8h,0,0,9,0,20,-20
8527,2842,1,SB,0,0,False,,2h Qc,-10,10,2,0,-10,10
8528,2842,2,BB,0,3,True,9d Th 4d 4s Kd,8c 6s,-20,20,9,0,20,-20
8529,2843,0,BTN,0,3,True,Ad Ts Jc 2h 4d,Kh Th,-1755,1755,9,-1755,-10,1765
8530,2843,1,SB,0,0,False,,Qc 5h,-10,10,2,0,-10,10
8531,2843,2,BB,0,3,False,Ad Ts Jc 2h 4d,Ac Tc,107,-107,12,0,-107,107
8532,2844,0,BTN,0,2,False,5d 6d Jd Qh,2h 9s,0,0,7,0,20,-20
8533,2844,1,SB,0,0,False,,2s Jc,-10,10,2,0,-10,10
8534,2844,2,BB,0,2,False,5d 6d Jd Qh,8h 2c,-20,20,7,0,20,-20
8535,2845,0,BTN,0,3,False,6s 3c 7s 3s 2h,Jc Kc,-590,590,10,-590,610,-20
8536,2845,1,SB,0,3,True,6s 3c 7s 3s 2h,5c 6c,255,-255,10,-235,255,-20
8537,2845,2,BB,0,3,False,6s 3c 7s 3s 2h,Tc 2c,-20,20,10,-40,60,-20
8538,2846,0,BTN,0,2,False,Qc Ts 4c Ad,8c 7d,0,0,9,0,-80,80
8539,2846,1,SB,0,2,False,Qc Ts 4c Ad,9c 6c,-240,240,9,0,-240,240
8540,2846,2,BB,0,3,True,Qc Ts 4c Ad 3s,5d Tc,46,-46,10,0,-46,46
8541,2847,0,BTN,0,0,False,,Qd 6h,0,0,4,0,-20,20
8542,2847,1,SB,0,0,False,,6s 8h,-10,10,2,0,-10,10
8543,2847,2,BB,0,3,True,9h 6d Kh 5c 7c,Kc 6c,-2000,2000,10,0,2000,-2000
8544,2848,0,BTN,0,1,False,Kh 5h Ac,5d Th,0,0,5,0,20,-20
8545,2848,1,SB,0,3,False,Kh 5h Ac Jc Ts,7c As,100,-100,9,0,100,-100
8546,2848,2,BB,0,1,False,Kh 5h Ac,2c 8c,-20,20,5,0,20,-20
8547,2849,0,BTN,0,3,False,7h 7s 7c 8d 5s,8s Kh,323,-323,12,323,-10,-313
8548,2849,1,SB,0,0,False,,9s 5c,-10,10,2,0,-10,10
8549,2849,2,BB,0,1,False,7h 7s 7c,9h Tc,20,-20,6,0,-20,20
8550,2850,0,BTN,0,3,True,Td 4c 8s Js 9h,7d 5h,0,0,9,0,-160,160
8551,2850,1,SB,0,1,False,Td 4c 8s,4h Kh,-60,60,6,0,-60,60
8552,2850,2,BB,0,3,True,Td 4c 8s Js 9h,6h 8c,560,-560,10,0,-560,560
8553,2851,0,BTN,0,3,True,2s 7s Td 5d Th,2d Qh,0,0,11,0,-1988,1988
8554,2851,1,SB,0,0,False,,2c 6h,-10,10,2,0,-10,10
8555,2851,2,BB,0,3,True,2s 7s Td 5d Th,Qs 5h,80,-80,9,0,-80,80
8556,2852,0,BTN,0,3,True,9c Js 4h 4s Ts,As Ac,1159.0,-1159.0,9,1159.0,-1109.0,-50.0
8557,2852,1,SB,0,0,False,,5h Jh,-10,10,3,30,-10,-20
8558,2852,2,BB,0,0,False,,Td 7d,-240,240,5,250,-10,-240
8559,2853,0,BTN,0,3,False,Js 7d Qd Ad 4s,Ah 4h,96,-96,11,96,-10,-86
8560,2853,1,SB,0,2,False,Js 7d Qd Ad,5s Qs,100,-100,7,0,100,-100
8561,2853,2,BB,0,1,False,Js 7d Qd,5d 9h,-20,20,5,0,20,-20
8562,2854,0,BTN,0,1,False,Qd 6c 9h,6d Kh,0,0,6,0,-20,20
8563,2854,1,SB,0,3,True,Qd 6c 9h As 4d,Ad 2c,-10,10,9,-1595,-10,1605
8564,2854,2,BB,0,3,True,Qd 6c 9h As 4d,9d 4h,-20,20,11,-470,490,-20
8565,2855,0,BTN,0,3,False,2s 6s Ts 7h Kc,As 3c,0,0,11,0,-120,120
8566,2855,1,SB,0,0,False,,4s Jh,-10,10,2,0,-10,10
8567,2855,2,BB,0,3,False,2s 6s Ts 7h Kc,Kh 8s,20,-20,10,0,-20,20
8568,2856,0,BTN,0,3,True,Tc 4h 8s 6c 8h,Jc 4d,0,0,10,0,1920,-1920
8569,2856,1,SB,0,0,False,,8c Ts,-60,60,4,0,-60,60
8570,2856,2,BB,0,2,False,Tc 4h 8s 6c,Ah Ks,-80,80,7,0,80,-80
8571,2857,0,BTN,0,1,False,9s Jc 2d,8d 2s,0,0,6,0,-20,20
8572,2857,1,SB,0,0,False,,8s 3d,-10,10,2,0,-10,10
8573,2857,2,BB,0,1,False,9s Jc 2d,5s Js,20,-20,6,0,-20,20
8574,2858,0,BTN,0,3,True,Kd Qc 7d 4h 9d,5s Ad,96,-96,10,96,-10,-86
8575,2858,1,SB,0,0,False,,Qs 8h,-10,10,2,0,-10,10
8576,2858,2,BB,0,2,False,Kd Qc 7d 4h,5c Jc,-80,80,7,0,80,-80
8577,2859,0,BTN,0,3,True,9h Js 7h 6c Jh,Kh Ah,801,-801,12,801,-10,-791
8578,2859,1,SB,0,3,True,9h Js 7h 6c Jh,2h 2c,-88,88,15,572,-88,-484
8579,2859,2,BB,0,3,True,9h Js 7h 6c Jh,As 6d,-110,110,14,130,-20,-110
8580,2860,0,BTN,0,3,True,Kc 4s 9c Jc 8s,Ac 9d,1765,-1765,9,1765,-10,-1755
8581,2860,1,SB,0,3,True,Kc 4s 9c Jc 8s,2c Ts,-10,10,10,1905,-10,-1895
8582,2860,2,BB,0,2,False,Kc 4s 9c Jc,Th 9s,-95,95,9,105,-10,-95
8583,2861,0,BTN,0,3,True,5d Ac Qs 8c 2s,6c 4d,0,0,9,0,-20,20
8584,2861,1,SB,0,0,False,,9d 3d,-10,10,2,0,-10,10
8585,2861,2,BB,0,3,True,5d Ac Qs 8c 2s,3h Ks,20,-20,9,0,-20,20
8586,2862,0,BTN,0,0,False,,6s Kh,0,0,4,0,-20,20
8587,2862,1,SB,0,1,False,Jc Th 6h,9d 2c,-10,10,7,130,-10,-120
8588,2862,2,BB,0,3,True,Jc Th 6h 3s 9s,3d Qs,-20,20,12,-20,40,-20
8589,2863,0,BTN,0,3,True,Kd 8d As 3s 9d,Tc 6d,0,0,12,0,-1920,1920
8590,2863,1,SB,0,0,False,,2h Qc,-10,10,2,0,-10,10
8591,2863,2,BB,0,3,True,Kd 8d As 3s 9d,Qd Qh,107,-107,11,0,-107,107
8592,2864,0,BTN,0,1,False,Tc 5s 9s,2s 3c,0,0,6,0,-20,20
8593,2864,1,SB,0,0,False,,8c 2d,-10,10,2,0,-10,10
8594,2864,2,BB,0,1,False,Tc 5s 9s,6h Ts,20,-20,6,0,-20,20
8595,2865,0,BTN,0,0,False,,Jh Qd,-50,50,4,-50,-10,60
8596,2865,1,SB,0,0,False,,8c 6s,-10,10,2,0,-10,10
8597,2865,2,BB,0,3,True,Kd 6h Kh 9d 2c,Ac Ad,1680.0,-1680.0,8,0.0,-1680.0,1680.0
8598,2866,0,BTN,0,3,True,3h 5c 8h Kh 2h,3c Kc,-1367,1367,11,-1367,-10,1377
8599,2866,1,SB,0,0,False,,2d 5h,-10,10,2,0,-10,10
8600,2866,2,BB,0,2,False,3h 5c 8h Kh,6h 4d,-20,20,7,0,20,-20
8601,2867,0,BTN,0,1,False,8s 9d Tc,4s Qh,0,0,6,0,-20,20
8602,2867,1,SB,0,0,False,,Ks 4d,-10,10,2,0,-10,10
8603,2867,2,BB,0,3,True,8s 9d Tc 8d Kc,6d 9h,-80,80,9,0,80,-80
8604,2868,0,BTN,0,1,False,8s 4d Ks,2s 4h,0,0,6,0,-20,20
8605,2868,1,SB,0,0,False,,3h Tc,-10,10,2,0,-10,10
8606,2868,2,BB,0,3,True,8s 4d Ks Jd 3c,Th 4s,20,-20,9,0,-20,20
8607,2869,0,BTN,0,3,False,Th 2s 8h Js 3h,7s Kh,0,0,11,0,-380,380
8608,2869,1,SB,0,2,False,Th 2s 8h Js,As 5s,-880,880,13,-88,-880,968
8609,2869,2,BB,0,3,False,Th 2s 8h Js 3h,6c Jc,40,-40,13,-20,-20,40
8610,2870,0,BTN,0,3,False,7s Jd As 8c 4c,Kd 6c,0,0,10,0,-20,20
8611,2870,1,SB,0,3,False,7s Jd As 8c 4c,3d Td,-10,10,9,-20,-10,30
8612,2870,2,BB,0,3,False,7s Jd As 8c 4c,5c 6d,40,-40,13,-20,-20,40
8613,2871,0,BTN,0,2,False,Th 8d Qh 7h,Qd Ah,60,-60,8,60,-10,-50
8614,2871,1,SB,0,0,False,,8h Tc,-10,10,2,0,-10,10
8615,2871,2,BB,0,1,False,Th 8d Qh,3c Ac,-20,20,5,0,20,-20
8616,2872,0,BTN,0,2,False,5d 2h 8s Qs,9s 3s,0,0,8,0,-20,20
8617,2872,1,SB,0,2,False,5d 2h 8s Qs,Jh 9d,-150,150,8,0,-150,150
8618,2872,2,BB,0,3,False,5d 2h 8s Qs 8h,7s Qd,46,-46,11,0,-46,46
8619,2873,0,BTN,0,3,True,7h Jh 9c Qd 6s,Ad 6d,96,-96,10,96,-10,-86
8620,2873,1,SB,0,3,True,7h Jh 9c Qd 6s,4h 9h,-10,10,9,30,-10,-20
8621,2873,2,BB,0,1,False,7h Jh 9c,3c 8d,-20,20,6,-20,40,-20
8622,2874,0,BTN,0,3,True,Jh 6h Ac 7d 9h,2c Qc,0,0,10,0,-380,380
8623,2874,1,SB,0,3,True,Jh 6h Ac 7d 9h,9s Ks,-240,240,10,0,-240,240
8624,2874,2,BB,0,3,True,Jh 6h Ac 7d 9h,8h 2h,200,-200,10,0,-200,200
8625,2875,0,BTN,0,1,False,Ks Ad Ac,6d 4d,0,0,6,0,-20,20
8626,2875,1,SB,0,0,False,,7h 2h,-10,10,2,0,-10,10
8627,2875,2,BB,0,2,False,Ks Ad Ac 8s,Ah 2c,20,-20,8,0,-20,20
8628,2876,0,BTN,0,3,True,5h 9c Kc Ac 7h,Th 9h,-275,275,13,-275,-1513,1788
8629,2876,1,SB,0,0,False,,6c 5s,-10,10,2,0,-10,10
8630,2876,2,BB,0,3,True,5h 9c Kc Ac 7h,Kh 9d,742,-742,10,0,-742,742
8631,2877,0,BTN,0,3,True,Jh 2c Ad 6d 7d,Jc Jd,2050,-2050,14,2050,-50,-2000
8632,2877,1,SB,0,1,False,Jh 2c Ad,8c 9c,-528,528,8,548,-528,-20
8633,2877,2,BB,0,3,True,Jh 2c Ad 6d 7d,4c Ah,-2000,2000,13,2020,-20,-2000
8634,2878,0,BTN,0,3,True,As 3c Jh Qs 6d,Jd 2h,0,0,9,0,40,-40
